"SITEVISITID","SITE","OBS_YEAR","DATE_","MISSIONID","OCC_SITEID","ANALYSIS_YEAR","ANALYSIS_SCHEME","SEC_NAME","EXCLUDE_FLAG","TRANSECT_PHOTOS","Oceanography","new_MIN_DEPTH_M","new_MAX_DEPTH_M","METHOD","REGION","ISLAND","PERM_SITE","CLIMATE_STATION_YN","LATITUDE","LONGITUDE","REEF_ZONE","DEPTH_BIN","CCA","CORAL","EMA","HAL","I","MA","SC","SED","TURF","N","new.N","CCA_CORAL","BSR"
2161,"TUT-00356",2010,"2/19/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,6,14,"CPCE","SAMOA","Tutuila",0,0,-14.2757,-170.55298,"Forereef","Mid",9.31034482758621,6.89655172413793,16.551724137931,0,2.06896551724138,0.344827586206897,2.41379310344828,0,62.4137931034483,300,290,16.2068965517241,0.258241758241758
2165,"TUT-00308",2010,"2/19/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,23,28,"CPCE","SAMOA","Tutuila",0,0,-14.25745,-170.5064335,"Forereef","Deep",7.29166666666667,2.43055555555556,12.8472222222222,0,0,0,0,0.347222222222222,77.0833333333333,300,288,9.72222222222222,0.126126126126126
2167,"TUT-00218",2010,"2/19/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,21,27,"CPCE","SAMOA","Tutuila",0,0,-14.27984,-170.56089,"Forereef","Deep",10.7913669064748,11.8705035971223,0.719424460431655,8.27338129496403,0,0.359712230215827,0,18.705035971223,49.2805755395683,300,278,22.6618705035971,0.456521739130435
2168,"TUT-00350",2010,"2/19/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,6,15,"CPCE","SAMOA","Tutuila",0,0,-14.27232,-170.61124,"Forereef","Mid",28.7719298245614,22.8070175438596,24.9122807017544,0,0,10.1754385964912,1.75438596491228,0.350877192982456,11.2280701754386,300,285,51.5789473684211,2.40983606557377
2169,"TUT-00310",2010,"2/19/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,21,24,"CPCE","SAMOA","Tutuila",0,0,-14.27276,-170.61172,"Forereef","Deep",9.12162162162162,16.2162162162162,6.41891891891892,0.337837837837838,0.337837837837838,0,0,19.5945945945946,47.972972972973,300,296,25.3378378378378,0.528169014084507
2171,"TUT-00349",2010,"2/19/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,10,18,"CPCE","SAMOA","Tutuila",0,0,-14.2736,-170.61609,"Forereef","Mid",19.1780821917808,17.8082191780822,28.4246575342466,12.6712328767123,0.684931506849315,8.56164383561644,3.42465753424658,0,9.24657534246575,300,292,36.986301369863,2.07692307692308
2172,"TUT-00283",2010,"2/19/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,1,6,"CPCE","SAMOA","Tutuila",0,0,-14.27122,-170.60867,"Forereef","Shallow",20.7017543859649,36.8421052631579,1.75438596491228,0,0,1.05263157894737,1.05263157894737,1.05263157894737,37.5438596491228,300,285,57.5438596491228,1.49090909090909
2174,"TUT-00280",2010,"2/19/2010","HA1001",NA,"2010","TUT10_12","TUT_AUNUU_A",0,"-1",0,13,11,"CPCE","SAMOA","Tutuila",0,0,-14.29588,-170.56029,"Forereef","Mid",5.22648083623693,21.602787456446,8.71080139372822,18.815331010453,0,0,0,0.696864111498258,44.9477351916376,300,287,26.8292682926829,0.596899224806202
2175,"TUT-00317",2010,"2/19/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,8,16,"CPCE","SAMOA","Tutuila",0,0,-14.28333,-170.59865,"Forereef","Mid",37.9432624113475,6.02836879432624,28.0141843971631,10.6382978723404,0,6.73758865248227,8.51063829787234,0,2.12765957446809,300,282,43.9716312056738,4.96
2177,"TUT-00265",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,28,30,"CPCE","SAMOA","Tutuila",0,0,-14.36475,-170.78351,"Forereef","Deep",13.4948096885813,46.0207612456747,3.11418685121107,0,0,0.346020761245675,3.11418685121107,19.0311418685121,14.878892733564,300,289,59.5155709342561,3.90909090909091
2178,"TUT-00234",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,9,13,"CPCE","SAMOA","Tutuila",0,0,-14.35907,-170.78438,"Forereef","Mid",39.4463667820069,34.2560553633218,4.49826989619377,0,1.03806228373702,0,4.1522491349481,4.84429065743945,11.7647058823529,300,289,73.7024221453287,6.26470588235294
2179,"TUT-00285",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,3,4,"CPCE","SAMOA","Tutuila",0,0,-14.34014,-170.79024,"Forereef","Shallow",44.4839857651246,45.5516014234875,4.62633451957295,0,1.77935943060498,0,0,0,3.55871886120996,300,281,90.0355871886121,25.3
2180,"TUT-00298",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,21,24,"CPCE","SAMOA","Tutuila",0,0,-14.36516,-170.77969,"Forereef","Deep",28.2758620689655,54.1379310344828,3.44827586206897,0,0,0,0,1.03448275862069,13.1034482758621,300,290,82.4137931034483,6.28947368421053
2181,"TUT-00261",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,9,15,"CPCE","SAMOA","Tutuila",0,0,-14.35688,-170.7874429,"Forereef","Mid",36.9337979094077,37.9790940766551,7.66550522648084,0,0,0.348432055749129,0,0,17.0731707317073,300,287,74.9128919860627,4.3
2183,"TUT-00365",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,13,16,"CPCE","SAMOA","Tutuila",0,0,-14.36295,-170.77895,"Forereef","Mid",41.1764705882353,43.3823529411765,9.55882352941176,0.367647058823529,0.367647058823529,0.367647058823529,4.41176470588235,0,0.367647058823529,300,272,84.5588235294118,115
2184,"TUT-00274",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,1,6,"CPCE","SAMOA","Tutuila",0,0,-14.35395,-170.78593,"Forereef","Shallow",28.6219081272085,47.3498233215548,4.59363957597173,0,0.353356890459364,0,0,3.18021201413428,15.9010600706714,300,283,75.9717314487633,4.77777777777778
2185,"TUT-00294",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,2,8,"CPCE","SAMOA","Tutuila",0,0,-14.35605,-170.78665,"Forereef","Shallow",44.5993031358885,13.588850174216,18.1184668989547,0,0,0.348432055749129,1.04529616724739,0.696864111498258,21.602787456446,300,287,58.1881533101045,2.65079365079365
2186,"TUT-00251",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,13,16,"CPCE","SAMOA","Tutuila",0,0,-14.36306,-170.77499,"Forereef","Mid",40.6896551724138,30.6896551724138,10,0,1.37931034482759,0,3.79310344827586,0,13.448275862069,300,290,71.3793103448276,5.30769230769231
2189,"TUT-00359",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,10,16,"CPCE","SAMOA","Tutuila",0,0,-14.33254,-170.82018,"Forereef","Mid",26.3888888888889,43.0555555555556,12.5,2.08333333333333,4.86111111111111,4.16666666666667,0.347222222222222,0,6.59722222222222,300,288,69.4444444444444,6.45161290322581
2190,"TUT-00214",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,3,5,"CPCE","SAMOA","Tutuila",0,0,-14.3265,-170.83542,"Forereef","Shallow",39.8496240601504,41.3533834586466,6.39097744360902,0,1.50375939849624,0,0,1.50375939849624,9.3984962406015,300,266,81.203007518797,8.64
2191,"TUT-00242",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,3,7,"CPCE","SAMOA","Tutuila",0,0,-14.33475,-170.80322,"Forereef","Shallow",23.1075697211155,65.3386454183267,5.57768924302789,0,1.99203187250996,1.59362549800797,0,0,2.39043824701195,300,251,88.4462151394422,22.2
2192,"TUT-00250",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,19,25,"CPCE","SAMOA","Tutuila",0,0,-14.35976,-170.78717,"Forereef","Deep",29.6028880866426,47.2924187725632,3.24909747292419,0,0,0,0,0.36101083032491,19.4945848375451,300,277,76.8953068592058,3.94444444444444
2193,"TUT-00353",2010,"2/20/2010","HA1001",NA,"2010","TUT10_12","TUT_SW_OPEN",0,"-1",0,6,16,"CPCE","SAMOA","Tutuila",0,0,-14.32988,-170.83168,"Forereef","Mid",34.9090909090909,38.5454545454545,13.0909090909091,0,4.36363636363636,0.727272727272727,0,0,8.36363636363636,300,275,73.4545454545455,8.08
2195,"TUT-00361",2010,"2/21/2010","HA1001",NA,"2010","TUT10_12","TUT_AUNUU_A",0,"-1",0,14,14,"CPCE","SAMOA","Tutuila",0,0,-14.29602,-170.56581,"Forereef","Mid",3.44827586206897,7.24137931034483,10.3448275862069,11.7241379310345,0.344827586206897,0,0,0.344827586206897,66.551724137931,300,290,10.6896551724138,0.160621761658031
2196,"TUT-00279",2010,"2/21/2010","HA1001",NA,"2010","TUT10_12","TUT_AUNUU_A",0,"-1",0,17,18,"CPCE","SAMOA","Tutuila",0,0,-14.29972,-170.57118,"Forereef","Mid",31.8996415770609,11.8279569892473,10.3942652329749,0.3584229390681,0,0.3584229390681,0,1.4336917562724,43.7275985663082,300,279,43.7275985663082,0.991869918699187
2200,"TUT-00369",2010,"2/21/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,9,18,"CPCE","SAMOA","Tutuila",0,0,-14.27318,-170.56592,"Forereef","Mid",30.7958477508651,21.1072664359862,6.9204152249135,0,0,0,0,0.346020761245675,40.8304498269896,300,289,51.9031141868512,1.27118644067797
2201,"TUT-00221",2010,"2/21/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,2,10,"CPCE","SAMOA","Tutuila",0,0,-14.27416,-170.60561,"Forereef","Shallow",7.8740157480315,14.5669291338583,2.36220472440945,0,0,3.93700787401575,0,8.66141732283465,62.5984251968504,280,254,22.4409448818898,0.337278106508876
2204,"TUT-00212",2010,"2/21/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,4.572,6.096,"CPCE","SAMOA","Tutuila",0,0,-14.27632,-170.5538,"Forereef","Shallow",10.1398601398601,2.7972027972028,1.04895104895105,0,1.74825174825175,0,0,0.34965034965035,83.9160839160839,300,286,12.9370629370629,0.154166666666667
2210,"TUT-00209",2010,"2/22/2010","HA1001",NA,"2010","TUT10_12","TUT_NW_OPEN",0,"-1",0,9,11,"CPCE","SAMOA","Tutuila",0,0,-14.29101,-170.80157,"Forereef","Mid",5.53359683794466,68.7747035573123,7.90513833992095,0,0,0,0,0.395256916996047,17.3913043478261,300,253,74.3083003952569,4.27272727272727
2211,"TUT-00259",2010,"2/22/2010","HA1001",NA,"2010","TUT10_12","TUT_NW_OPEN",0,"-1",0,2,7,"CPCE","SAMOA","Tutuila",0,0,-14.29427,-170.80899,"Forereef","Shallow",22.4489795918367,30.952380952381,14.9659863945578,4.42176870748299,0.680272108843537,0.680272108843537,0,0,25.8503401360544,300,294,53.4013605442177,2.01282051282051
2213,"TUT-00342",2010,"2/22/2010","HA1001",NA,"2010","TUT10_12","TUT_NW_OPEN",0,"-1",0,2,4,"CPCE","SAMOA","Tutuila",0,0,-14.29218,-170.7739,"Forereef","Shallow",14.3884892086331,48.5611510791367,14.7482014388489,0,0.719424460431655,0.359712230215827,0,0,21.2230215827338,300,278,62.9496402877698,2.91666666666667
2215,"TUT-00303",2010,"2/22/2010","HA1001",NA,"2010","TUT10_12","TUT_NW_OPEN",0,"-1",0,13,20,"CPCE","SAMOA","Tutuila",0,0,-14.29028,-170.77148,"Forereef","Mid",21.7081850533808,21.7081850533808,28.8256227758007,2.49110320284698,1.06761565836299,1.06761565836299,0,4.27046263345196,18.8612099644128,300,281,43.4163701067616,2.17857142857143
2216,"TUT-00276",2010,"2/22/2010","HA1001",NA,"2010","TUT10_12","TUT_NW_OPEN",0,"-1",0,16,26,"CPCE","SAMOA","Tutuila",0,0,-14.28876,-170.75703,"Forereef","Deep",8.72727272727273,4,8,6.54545454545455,0,6.18181818181818,0,30.9090909090909,35.6363636363636,300,275,12.7272727272727,0.304347826086957
2220,"TUT-00236",2010,"2/23/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,10,16,"CPCE","SAMOA","Tutuila",0,0,-14.24653,-170.66848,"Forereef","Mid",7.26643598615917,45.6747404844291,5.5363321799308,0,0.346020761245675,0,0,1.3840830449827,39.7923875432526,300,289,52.9411764705882,1.3304347826087
2221,"TUT-00376",2010,"2/23/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,9,12,"CPCE","SAMOA","Tutuila",0,0,-14.23341,-170.67128,"Forereef","Mid",13.4948096885813,16.9550173010381,4.49826989619377,0.69204152249135,2.42214532871972,0,0,0,61.9377162629758,300,289,30.4498269896194,0.491620111731844
2222,"TUT-00379",2010,"2/23/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,24,30,"CPCE","SAMOA","Tutuila",0,0,-14.22971,-170.67082,"Forereef","Deep",8.96551724137931,4.48275862068965,4.82758620689655,0,1.03448275862069,0,0,1.72413793103448,78.9655172413793,300,290,13.448275862069,0.170305676855895
2224,"TUT-00357",2010,"2/23/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,9,12,"CPCE","SAMOA","Tutuila",0,0,-14.23976,-170.67563,"Forereef","Mid",8.47457627118644,54.2372881355932,3.38983050847458,0,0,0.338983050847458,0,0.338983050847458,33.2203389830508,300,295,62.7118644067797,1.86868686868687
2225,"TUT-00368",2010,"2/23/2010","HA1001",NA,"2010","TUT10_12","TUT_NW_OPEN",0,"-1",0,10,17,"CPCE","SAMOA","Tutuila",0,0,-14.27179,-170.7234,"Forereef","Mid",22.1428571428571,26.4285714285714,11.4285714285714,0,2.5,1.78571428571429,0.357142857142857,0,35.3571428571429,300,280,48.5714285714286,1.30769230769231
2229,"TUT-00299",2010,"2/22/2010","HA1001",NA,"2010","TUT10_12","TUT_NW_OPEN",0,"-1",0,12,15,"CPCE","SAMOA","Tutuila",0,0,-14.28932,-170.79051,"Forereef","Mid",11.1888111888112,36.013986013986,6.99300699300699,1.04895104895105,1.74825174825175,0,0,0.34965034965035,42.6573426573427,300,286,47.2027972027972,1.10655737704918
2230,"TUT-00481",2010,"2/22/2010","HA1001",NA,"2010","TUT10_12","TUT_NW_OPEN",0,"-1",0,8,12,"CPCE","SAMOA","Tutuila",0,0,-14.29,-170.77087,"Forereef","Mid",30.1038062283737,19.3771626297578,19.3771626297578,0.346020761245675,0,0,0,0,30.7958477508651,300,289,49.4809688581315,1.60674157303371
2235,"TUT-00297",2010,"2/24/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,8,13,"CPCE","SAMOA","Tutuila",0,0,-14.25637,-170.60568,"Forereef","Mid",8.07017543859649,46.6666666666667,4.21052631578947,1.40350877192982,0,0,1.40350877192982,4.91228070175439,33.3333333333333,300,285,54.7368421052632,1.64210526315789
2236,"TUT-00272",2010,"2/24/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,9,19,"CPCE","SAMOA","Tutuila",0,0,-14.24624,-170.57898,"Forereef","Mid",42.7046263345196,23.4875444839858,14.5907473309609,0.711743772241993,0,0,0.711743772241993,0,17.7935943060498,300,281,66.1921708185053,3.72
2237,"TUT-00287",2010,"2/24/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,10,18,"CPCE","SAMOA","Tutuila",0,0,-14.25376,-170.60896,"Forereef","Mid",31.6205533596838,21.3438735177866,24.901185770751,4.34782608695652,0.790513833992095,3.95256916996047,0,0,13.0434782608696,290,253,52.9644268774704,3.11627906976744
2241,"TUT-00278",2010,"2/25/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,10,11,"CPCE","SAMOA","Tutuila",0,0,-14.24804,-170.56104,"Forereef","Mid",14.4366197183099,26.056338028169,1.76056338028169,0,0.352112676056338,0,2.46478873239437,0,54.9295774647887,300,284,40.4929577464789,0.737179487179487
2242,"TUT-00244",2010,"2/25/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,9,17,"CPCE","SAMOA","Tutuila",0,0,-14.25912,-170.55797,"Forereef","Mid",32.9710144927536,43.8405797101449,4.71014492753623,0,0,0.36231884057971,0,0,18.1159420289855,300,276,76.8115942028985,4.15686274509804
2243,"TUT-00246",2010,"2/25/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,5,7,"CPCE","SAMOA","Tutuila",0,0,-14.2623,-170.56104,"Forereef","Shallow",40.3162055335968,39.9209486166008,3.95256916996047,1.18577075098814,0,0,6.71936758893281,0,7.90513833992095,280,253,80.2371541501976,10.15
2249,"TUT-00452",2010,"2/26/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,10,18,"CPCE","SAMOA","Tutuila",0,0,-14.28579,-170.63815,"Forereef","Mid",24.0418118466899,7.66550522648084,24.390243902439,17.0731707317073,0,5.57491289198606,2.78745644599303,0.348432055749129,18.1184668989547,300,287,31.7073170731707,1.33823529411765
2250,"TUT-00305",2010,"2/26/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,10,16,"CPCE","SAMOA","Tutuila",0,0,-14.29358329,-170.65463,"Forereef","Mid",31.9444444444444,19.0972222222222,21.875,3.125,0.694444444444444,11.4583333333333,6.59722222222222,0,5.20833333333333,300,288,51.0416666666667,3.0625
2251,"TUT-00201",2010,"2/26/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,9,11,"CPCE","SAMOA","Tutuila",0,0,-14.27771,-170.62154,"Forereef","Mid",39.1891891891892,14.8648648648649,24.7747747747748,0,0,0.900900900900901,1.8018018018018,0.45045045045045,18.018018018018,300,222,54.0540540540541,2.85714285714286
2253,"TUT-00423",2010,"2/26/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,2,7,"CPCE","SAMOA","Tutuila",0,0,-14.28185,-170.63768,"Forereef","Shallow",24.7386759581882,19.8606271777003,14.9825783972125,0.348432055749129,3.13588850174216,10.1045296167247,10.4529616724739,0,16.3763066202091,300,287,44.5993031358885,1.68421052631579
